Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
Yes,72,Yes,Yes,Fiber optic,No,Yes,Two year,No,99.9,No
No,51,No,Yes,DSL,No,No,Month-to-month,Yes,29.45,No
Yes,9,No,No,Fiber optic,No,No,Month-to-month,Yes,85.35,Yes
No,17,Yes,Yes,DSL,No,No,One year,No,56.1,No
No,4,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.4,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.6,No
No,10,No,No,Fiber optic,No,No,Month-to-month,No,75.05,No
Yes,12,No,No,Fiber optic,No,No,Month-to-month,Yes,84.05,No
No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.8,No
No,37,No,Yes,Fiber optic,No,Yes,One year,Yes,104.5,No
No,25,No,Yes,Fiber optic,Yes,Yes,Two year,No,108.9,No
No,29,Yes,Yes,DSL,No,Yes,One year,Yes,58.75,No
No,22,No,Yes,Fiber optic,No,No,Month-to-month,Yes,93.2,No
No,34,No,No,DSL,Yes,Yes,One year,No,64.2,No
No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.55,No
No,70,No,No,DSL,No,No,One year,Yes,45.25,Yes
No,27,No,No,Fiber optic,Yes,No,Month-to-month,No,90.15,No
No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,79.75,Yes
No,25,No,Yes,Fiber optic,No,No,Month-to-month,Yes,89.7,Yes
No,37,Yes,Yes,DSL,No,Yes,Two year,Yes,40.55,No
Yes,21,No,Yes,DSL,No,No,One year,Yes,58.85,No
No,71,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,107.5,No
Yes,29,No internet service,No internet service,No,No internet service,No internet service,Two year,No,26.1,No
Yes,68,Yes,No,Fiber optic,No,Yes,Two year,Yes,99.55,No
No,27,Yes,Yes,Fiber optic,Yes,No,One year,Yes,110.5,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,No
Yes,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.0,Yes
No,55,No,No,Fiber optic,Yes,Yes,One year,Yes,104.15,Yes
No,19,No,No,Fiber optic,Yes,No,Month-to-month,Yes,95.9,Yes
No,71,No,Yes,DSL,Yes,Yes,Two year,Yes,80.7,No
Yes,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.25,No
Yes,61,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.75,No
Yes,7,Yes,No,DSL,No,No,One year,Yes,49.75,Yes
No,14,Yes,No,DSL,No,Yes,One year,No,55.7,No
No,5,No,Yes,DSL,No,No,Month-to-month,Yes,64.0,No
No,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,18.95,Yes
No,71,No,Yes,Fiber optic,Yes,Yes,Two year,No,109.25,No
No,15,No,No,DSL,No,No,Month-to-month,Yes,49.1,Yes
No,51,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.95,No
Yes,30,No,No,DSL,No,No,Month-to-month,Yes,44.5,No
No,67,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,118.35,Yes
No,21,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,75.75,Yes
No,4,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.95,No
Yes,51,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.4,No
No,15,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.05,No
No,65,No internet service,No internet service,No,No internet service,No internet service,Two year,No,26.5,No
No,46,No,No,Fiber optic,No,Yes,One year,No,100.25,No
Yes,72,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,107.7,No
No,20,No,Yes,DSL,No,No,Month-to-month,Yes,51.8,No
No,10,Yes,No,DSL,No,No,Month-to-month,Yes,51.65,No
Yes,28,No,No,DSL,No,No,Month-to-month,No,49.9,No
Yes,4,No,No,Fiber optic,Yes,No,Month-to-month,Yes,73.75,Yes
No,51,No,Yes,Fiber optic,No,No,Month-to-month,No,81.0,No
No,17,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,85.35,Yes
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,80.5,Yes
No,70,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.5,No
No,12,No,No,DSL,No,No,Month-to-month,No,45.9,No
No,36,Yes,Yes,DSL,Yes,Yes,One year,Yes,75.55,No
No,60,No,Yes,Fiber optic,Yes,No,One year,Yes,104.35,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.05,No
Yes,3,No,No,DSL,No,No,Month-to-month,No,44.3,Yes
No,23,Yes,No,DSL,No,No,Month-to-month,No,54.4,No
No,57,No,Yes,DSL,No,No,Month-to-month,Yes,39.3,Yes
No,12,No,Yes,DSL,No,No,Month-to-month,Yes,49.05,No
No,60,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.9,Yes
No,11,No,Yes,Fiber optic,No,No,Month-to-month,Yes,102.0,Yes
Yes,55,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.5,No
Yes,9,No,No,Fiber optic,Yes,No,One year,Yes,90.35,No
Yes,44,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.6,No
No,40,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.5,Yes
No,32,No,Yes,Fiber optic,No,No,Month-to-month,No,84.15,Yes
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.0,No
Yes,20,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,No
No,41,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.25,No
Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,23.9,No
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
No,65,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,94.4,No
No,60,No,Yes,Fiber optic,Yes,No,One year,Yes,97.95,No
No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,105.6,No
No,3,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,99.0,Yes
No,52,Yes,Yes,DSL,Yes,Yes,One year,Yes,81.4,No
Yes,61,Yes,Yes,DSL,Yes,Yes,Two year,Yes,68.05,No
Yes,12,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,84.5,Yes
Yes,58,No,Yes,Fiber optic,Yes,No,One year,Yes,105.2,No
Yes,68,No,Yes,DSL,No,Yes,Two year,No,70.8,No
Yes,6,No,Yes,DSL,Yes,Yes,Two year,No,40.55,No
Yes,57,Yes,Yes,DSL,No,Yes,Month-to-month,No,65.2,No
No,34,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,105.35,No
Yes,47,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,21.3,No
No,5,No,No,Fiber optic,No,No,Month-to-month,No,75.6,No
Yes,31,No,No,DSL,Yes,Yes,Month-to-month,No,54.35,No
Yes,23,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.1,No
Yes,35,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.05,No
No,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.7,No
Yes,28,Yes,No,Fiber optic,No,No,Month-to-month,Yes,74.9,Yes
Yes,9,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,65.0,Yes
Yes,8,Yes,No,DSL,No,Yes,Two year,Yes,44.55,No
No,47,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.35,No
Yes,36,Yes,Yes,DSL,No,No,One year,No,53.65,No
Yes,56,No,Yes,Fiber optic,Yes,Yes,One year,Yes,99.75,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.4,No
No,24,No,No,DSL,Yes,Yes,Month-to-month,No,34.25,No
No,55,Yes,No,DSL,Yes,Yes,Two year,Yes,59.2,No
No,52,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,95.65,No
Yes,66,No,Yes,Fiber optic,Yes,No,One year,Yes,104.9,No
No,56,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.7,No
No,10,No,No,DSL,No,Yes,Two year,Yes,29.6,No
No,28,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.5,No
No,65,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.45,No
No,24,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.55,Yes
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.0,No
No,15,No,No,Fiber optic,No,No,Month-to-month,No,75.65,Yes
No,70,No,Yes,DSL,Yes,Yes,Two year,No,72.95,No
No,20,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.65,No
No,9,No,No,Fiber optic,Yes,No,Month-to-month,Yes,94.05,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.3,Yes
Yes,44,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,No
Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,116.8,No
Yes,70,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.2,No
Yes,20,Yes,No,Fiber optic,Yes,Yes,One year,No,94.3,No
No,34,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.7,No
No,54,No,Yes,Fiber optic,No,No,Two year,Yes,97.2,No
No,69,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.5,No
No,39,No,Yes,Fiber optic,No,No,Month-to-month,No,90.7,No
No,57,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,104.9,No
No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,85.05,Yes
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.4,No
No,30,Yes,Yes,DSL,No,No,Month-to-month,Yes,74.75,No
Yes,49,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.25,No
No,16,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
No,64,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.45,No
No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,46.35,No
Yes,54,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,86.2,No
No,42,No,No,DSL,Yes,Yes,Two year,Yes,78.45,No
No,51,No,No,Fiber optic,Yes,No,One year,Yes,98.85,No
No,15,No,Yes,Fiber optic,No,No,Month-to-month,No,89.0,No
No,23,Yes,No,DSL,Yes,No,One year,Yes,78.55,No
Yes,3,No,No,DSL,Yes,No,Month-to-month,Yes,50.15,Yes
Yes,43,No,Yes,DSL,No,No,Month-to-month,No,50.2,No
Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,114.6,No
No,46,Yes,Yes,DSL,Yes,Yes,Two year,No,65.65,No
No,47,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.55,No
No,45,Yes,No,DSL,Yes,No,Month-to-month,Yes,75.95,No
No,52,Yes,No,DSL,Yes,No,One year,Yes,64.3,No
Yes,19,No,No,DSL,Yes,No,Month-to-month,Yes,49.6,No
No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,95.05,Yes
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.2,Yes
No,18,No,Yes,Fiber optic,No,No,Month-to-month,Yes,73.55,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.8,Yes
Yes,38,No,Yes,DSL,Yes,No,One year,No,78.95,No
No,24,No,Yes,DSL,No,No,Month-to-month,Yes,49.7,No
No,72,No,Yes,Fiber optic,Yes,No,Two year,Yes,104.8,No
No,8,Yes,No,DSL,No,No,Month-to-month,Yes,30.45,Yes
No,1,No,No,DSL,No,No,Month-to-month,Yes,55.3,No
No,6,No,No,DSL,No,No,Month-to-month,Yes,44.4,No
No,72,Yes,Yes,DSL,Yes,No,Two year,Yes,84.1,No
No,42,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,103.8,No
Yes,45,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,25.9,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,No
Yes,55,Yes,No,DSL,Yes,Yes,Two year,Yes,85.1,No
No,69,Yes,Yes,DSL,No,Yes,Two year,Yes,60.05,No
No,34,No,No,DSL,No,Yes,Month-to-month,No,65.0,No
Yes,8,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,No
No,23,No,No,Fiber optic,Yes,No,Month-to-month,No,90.15,No
No,5,No,No,DSL,Yes,Yes,Month-to-month,No,67.95,Yes
Yes,26,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.15,No
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,74.4,No
No,11,No,Yes,DSL,No,No,One year,Yes,61.25,No
No,40,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.3,Yes
No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,80.4,No
No,26,No,No,DSL,No,Yes,Month-to-month,No,49.15,No
Yes,62,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.3,No
Yes,53,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,108.25,No
No,18,No,No,DSL,No,Yes,Month-to-month,Yes,50.3,No
Yes,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,88.85,No
No,6,Yes,Yes,DSL,No,Yes,Month-to-month,No,50.95,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,81.1,Yes
Yes,25,No,No,Fiber optic,Yes,No,Month-to-month,Yes,89.1,Yes
No,66,Yes,Yes,Fiber optic,No,Yes,One year,No,89.0,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,49.95,Yes
No,42,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,94.4,No
No,52,No,Yes,Fiber optic,Yes,No,Month-to-month,No,94.6,No
No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,74.45,No
Yes,37,No,Yes,Fiber optic,No,No,Month-to-month,Yes,88.8,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,69.9,No
No,67,Yes,Yes,DSL,No,Yes,Two year,Yes,50.95,No
No,43,Yes,No,DSL,Yes,No,One year,Yes,80.2,No
No,2,No,No,Fiber optic,Yes,No,Month-to-month,Yes,85.85,Yes
Yes,4,No,No,DSL,No,No,Month-to-month,No,50.85,Yes
Yes,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,No
Yes,34,Yes,Yes,DSL,Yes,Yes,Two year,No,84.75,No
No,14,No,No,DSL,No,Yes,Month-to-month,Yes,66.6,No
Yes,25,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,58.6,Yes
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,87.05,Yes
Yes,30,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.05,Yes
No,63,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.5,No
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,No
No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,91.4,Yes
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,No
Yes,66,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,90.95,No
No,5,No,Yes,DSL,No,No,Month-to-month,Yes,51.0,Yes
Yes,8,No,No,Fiber optic,Yes,No,Month-to-month,Yes,94.75,No
No,46,Yes,Yes,Fiber optic,Yes,No,One year,Yes,95.65,No
No,5,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,25.45,No
Yes,72,Yes,No,DSL,Yes,Yes,Two year,Yes,66.5,No
No,22,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,No
No,66,No,Yes,DSL,Yes,No,One year,No,45.55,No
Yes,59,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.6,No
No,23,No,No,Fiber optic,No,No,Month-to-month,No,75.6,Yes
Yes,18,Yes,Yes,DSL,No,Yes,One year,Yes,61.5,No
Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.25,No
Yes,3,No,Yes,DSL,Yes,No,Month-to-month,Yes,56.15,Yes
No,32,No,No,Fiber optic,No,No,Month-to-month,No,85.3,Yes
No,64,Yes,Yes,Fiber optic,No,No,One year,Yes,100.3,No
No,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.9,No
Yes,46,Yes,No,Fiber optic,Yes,Yes,Two year,No,99.65,No
No,15,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.2,No
Yes,38,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.2,No
Yes,11,No,No,Fiber optic,No,No,Month-to-month,Yes,74.35,Yes
No,43,Yes,No,DSL,Yes,Yes,Two year,Yes,78.8,No
Yes,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.8,No
Yes,64,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.9,No
No,8,Yes,No,DSL,No,No,Month-to-month,Yes,60.0,No
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,75.5,Yes
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,84.55,Yes
No,2,No,Yes,DSL,No,No,Month-to-month,No,51.4,No
Yes,41,Yes,Yes,DSL,Yes,No,One year,No,70.2,No
No,66,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.05,No
No,25,No,No,Fiber optic,No,Yes,Month-to-month,Yes,95.15,No
No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
No,69,No,Yes,DSL,No,No,Two year,Yes,61.45,No
Yes,32,No,No,Fiber optic,Yes,No,Month-to-month,Yes,91.35,No
No,22,No,No,Fiber optic,No,No,Month-to-month,No,89.25,Yes
Yes,53,Yes,Yes,Fiber optic,Yes,No,One year,No,95.95,No
No,61,No,No,Fiber optic,No,Yes,One year,No,101.15,No
No,9,No,No,Fiber optic,No,No,Month-to-month,No,69.05,No
No,3,No,No,DSL,Yes,Yes,Month-to-month,Yes,55.8,No
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,94.1,No
Yes,49,No,Yes,DSL,No,No,One year,Yes,51.8,Yes
No,20,No,No,Fiber optic,No,No,Month-to-month,Yes,94.55,Yes
No,16,No,No,DSL,No,No,Month-to-month,Yes,63.05,No
No,39,Yes,Yes,Fiber optic,No,No,One year,No,99.1,No
No,13,Yes,No,Fiber optic,No,No,Month-to-month,Yes,73.75,No
Yes,29,Yes,No,DSL,No,No,Month-to-month,Yes,60.2,No
No,34,No,No,Fiber optic,Yes,No,Month-to-month,No,100.85,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
No,43,No,No,DSL,Yes,Yes,One year,No,44.15,No
No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.85,No
No,7,No,No,Fiber optic,Yes,No,Month-to-month,Yes,75.15,No
Yes,72,Yes,No,DSL,Yes,No,Two year,Yes,53.8,No
No,10,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.7,Yes
Yes,41,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,79.9,Yes
Yes,62,Yes,Yes,Fiber optic,No,No,One year,Yes,81.45,No
No,29,No,No,Fiber optic,No,No,Month-to-month,Yes,74.2,No
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,24.5,No
No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,94.75,No
No,44,No,No,Fiber optic,No,No,Month-to-month,Yes,96.1,Yes
No,8,No,No,DSL,Yes,Yes,Month-to-month,Yes,64.4,No
No,56,Yes,Yes,DSL,No,Yes,One year,Yes,64.65,No
No,1,No,Yes,DSL,No,No,Month-to-month,Yes,50.15,No
No,1,No,No,DSL,No,No,Month-to-month,No,25.05,Yes
No,21,Yes,No,DSL,No,Yes,Month-to-month,Yes,43.55,No
Yes,24,Yes,No,DSL,No,No,One year,No,74.8,No
Yes,33,Yes,No,DSL,Yes,No,One year,No,74.75,No
No,26,Yes,Yes,DSL,Yes,No,One year,No,47.85,No
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.9,No
No,56,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,96.85,No
No,70,No,Yes,DSL,Yes,No,One year,Yes,44.05,No
No,29,No,No,DSL,No,No,One year,Yes,24.85,No
No,42,No,Yes,DSL,No,No,Month-to-month,Yes,49.55,No
No,1,No,No,DSL,No,No,Month-to-month,No,24.4,No
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,79.0,Yes
No,67,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.8,No
No,71,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.4,No
No,61,Yes,Yes,DSL,Yes,Yes,Two year,Yes,80.8,No
No,15,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,101.35,Yes
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,75.3,Yes
No,41,No,No,Fiber optic,Yes,Yes,One year,Yes,101.1,No
No,34,No,Yes,Fiber optic,No,No,Month-to-month,Yes,73.95,Yes
No,8,Yes,No,Fiber optic,No,No,Month-to-month,No,75.0,Yes
No,51,No,No,Fiber optic,No,No,One year,No,87.55,No
No,25,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.75,Yes
No,26,No,No,Fiber optic,No,No,Month-to-month,Yes,88.8,Yes
No,38,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,102.6,No
No,71,No,Yes,DSL,Yes,Yes,Two year,Yes,61.4,No
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.9,No
No,63,Yes,Yes,DSL,Yes,Yes,One year,No,68.8,No
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,75.4,No
Yes,4,No,Yes,DSL,No,Yes,Month-to-month,Yes,58.5,No
No,50,No,No,Fiber optic,No,Yes,One year,Yes,100.65,No
No,9,No,No,Fiber optic,Yes,No,Month-to-month,No,98.3,Yes
No,48,No,Yes,DSL,Yes,Yes,Two year,No,78.9,No
No,47,No,Yes,DSL,No,Yes,Two year,No,59.6,No
Yes,11,Yes,No,DSL,No,No,Month-to-month,Yes,29.6,No
No,1,No,No,DSL,No,No,Month-to-month,No,44.15,No
No,59,No,Yes,DSL,No,Yes,One year,Yes,80.1,No
No,31,No,No,Fiber optic,Yes,No,One year,Yes,93.8,No
No,57,No,No,Fiber optic,No,Yes,Two year,Yes,90.45,No
Yes,64,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.4,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,No
No,39,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,103.45,Yes
Yes,8,Yes,Yes,DSL,No,Yes,Two year,Yes,76.15,No
No,43,Yes,Yes,DSL,No,Yes,Two year,No,86.45,No
No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,86.45,No
No,1,Yes,Yes,DSL,No,No,Month-to-month,No,61.15,No
No,66,Yes,Yes,DSL,Yes,Yes,Two year,No,68.75,No
No,18,No,No,Fiber optic,Yes,No,Month-to-month,Yes,84.95,No
No,12,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.35,Yes
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,No,55.65,No
No,59,Yes,No,DSL,No,Yes,One year,Yes,69.1,No
No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,95.25,Yes
No,41,No,Yes,DSL,No,No,One year,Yes,56.3,No
No,6,No,No,DSL,Yes,No,Month-to-month,No,60.9,No
No,46,Yes,No,Fiber optic,No,No,Month-to-month,No,85.0,Yes
No,7,No,No,DSL,No,No,Month-to-month,Yes,44.65,No
No,50,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.05,Yes
No,1,No,No,DSL,No,No,Month-to-month,Yes,45.85,No
No,13,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,84.45,Yes
No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,108.05,No
Yes,13,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
Yes,60,Yes,Yes,DSL,Yes,Yes,One year,Yes,65.85,No
No,39,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.65,Yes
No,29,Yes,No,Fiber optic,Yes,No,One year,No,90.1,No
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,21.0,No
No,28,No,Yes,Fiber optic,No,Yes,One year,Yes,91.25,No
No,22,No,No,Fiber optic,No,No,Month-to-month,No,83.05,No
No,50,Yes,No,Fiber optic,Yes,No,Two year,Yes,105.05,No
No,38,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.25,No
Yes,33,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.15,No
Yes,21,Yes,No,DSL,Yes,No,One year,Yes,55.95,Yes
Yes,43,No,Yes,DSL,No,No,Month-to-month,No,29.3,No
No,71,Yes,No,Fiber optic,Yes,No,One year,Yes,104.1,No
No,1,Yes,No,Fiber optic,No,No,Month-to-month,Yes,81.7,Yes
Yes,41,No,Yes,Fiber optic,Yes,Yes,One year,Yes,109.1,No
Yes,15,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.65,No
No,70,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,114.95,No
No,3,No,No,DSL,No,No,Month-to-month,Yes,54.2,No
No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,93.85,Yes
No,3,No,No,Fiber optic,No,No,Month-to-month,Yes,76.05,Yes
No,49,Yes,No,DSL,No,No,One year,Yes,55.35,No
Yes,34,No,No,DSL,No,Yes,Two year,Yes,40.55,No
Yes,32,Yes,Yes,Fiber optic,Yes,No,One year,No,94.8,No
No,4,Yes,Yes,DSL,No,No,Month-to-month,No,54.7,No
Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.7,No
No,5,No,No,Fiber optic,No,No,Month-to-month,Yes,71.45,No
No,49,Yes,Yes,DSL,Yes,No,One year,No,71.8,No
Yes,2,No,Yes,DSL,No,No,Month-to-month,No,51.55,No
No,68,Yes,Yes,DSL,Yes,No,Two year,No,70.95,No
Yes,16,No,No,Fiber optic,Yes,No,Month-to-month,Yes,90.8,No
No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,88.95,No
Yes,7,Yes,No,DSL,No,No,Month-to-month,No,50.7,No
No,1,No,No,Fiber optic,No,Yes,Month-to-month,Yes,84.8,Yes
No,31,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,72.45,No
No,23,No,No,DSL,No,Yes,Month-to-month,Yes,73.65,No
No,5,Yes,No,DSL,No,Yes,Month-to-month,No,54.2,Yes
No,24,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.4,No
No,58,Yes,Yes,DSL,Yes,Yes,One year,Yes,71.1,No
Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.85,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.1,Yes
No,2,No,No,DSL,No,No,Month-to-month,Yes,44.7,Yes
No,52,No,No,DSL,Yes,Yes,Two year,Yes,80.95,No
No,11,No,No,DSL,No,No,Month-to-month,Yes,35.8,No
Yes,43,No,No,Fiber optic,Yes,No,Month-to-month,Yes,92.55,No
No,7,No,No,DSL,Yes,Yes,Month-to-month,No,62.8,No
Yes,38,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.25,Yes
No,6,No,No,DSL,No,Yes,Month-to-month,Yes,49.65,Yes
Yes,56,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.8,No
Yes,55,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.3,No
No,8,No,No,DSL,Yes,No,Month-to-month,Yes,29.4,Yes
No,36,No,Yes,Fiber optic,Yes,No,One year,Yes,104.8,No
